index,image,label
104952,14597,0
12840,38206,0
254223,441828,1
132038,435331,1
22474,235030,0
28866,682172,1
60294,716338,1
5473,815977,1
29158,914871,1
8132,414589,1
170736,241118,0
38324,5133,0
131172,653729,1
24237,116185,1
162578,2349,0
240700,404498,1
16171,78564,1
3471,957753,1
174093,270557,1
26999,121483,0
162606,2276,1
68347,284730,1
107389,1743,1
199238,618665,0
53925,221672,0
119072,955215,1
246859,68707,1
133958,151374,0
55865,81132,1
218645,862334,1
137113,936331,0
158564,625553,1
78152,477021,1
59424,882428,0
241786,570488,1
226948,779637,1
74494,806535,1
141631,597542,1
151498,19569,1
23363,638039,0
231360,58093,0
6430,53734,1
20607,634462,1
100836,283216,1
90720,786793,1
160614,919839,1
207540,50250,0
119365,99803,0
140304,8274,1
5613,775542,0
156624,113504,1
35371,763228,0
11873,797718,1
43207,314785,1
845,688205,1
48012,230310,1
120951,773949,0
133614,413018,0
27831,8948,1
166948,64130,0
54908,253958,1
249014,284420,1
48558,85623,1
87530,725533,1
182533,710917,0
40413,160548,0
44626,199874,0
174845,16783,1
26034,25062,0
72210,628451,1
63163,609982,1
18021,156011,1
215508,486774,0
78711,481889,0
47041,17108,0
29212,9914,1
126210,318398,1
198767,335602,1
42960,864950,1
191580,234617,1
22074,935003,1
223959,343696,1
189635,11054,1
20501,633315,1
192320,501161,1
221520,676722,1
1370,268728,0
152105,61859,0
249126,456309,1
181685,72733,0
57673,12886,1
1280,349888,1
204876,251432,0
209919,678601,1
25456,447226,0
225617,203825,0
213317,203145,0
202052,271287,0
26363,2137,1
216528,559548,1
219721,562202,1
155151,97800,0
9303,27906,0
253798,239371,1
112739,830683,1
26655,120407,0
143836,67480,1
176289,311535,0
121902,483885,1
194582,387058,0
230865,809485,1
113710,426303,1
88011,733940,1
133040,42983,1
10628,176983,0
214169,11459,1
87888,723889,1
150127,452952,0
244602,311940,1
173810,763123,1
192559,816698,0
25364,10243,1
57383,32993,1
200287,672970,1
53893,222091,1
53948,221667,0
128262,496259,0
210866,321038,1
56345,310287,1
209295,736648,1
40416,160153,1
235522,1100,0
222827,503590,0
95190,872000,1
151306,680499,1
87486,727012,1
139603,942698,1
142814,24003,0
70067,682895,0
198752,335958,1
182276,398852,0
141412,600318,1
234552,209272,0
187903,12699,1
39079,532982,1
32692,97858,0
194474,268495,1
43696,56608,1
189735,11149,0
231211,851826,0
203789,514376,0
213275,37807,1
64788,332450,1
233752,909365,0
72494,359334,1
50949,854730,1
158665,625835,1
67990,200794,0
21333,755561,1
18724,134147,1
205074,846017,1
191342,162098,1
213169,487849,1
122537,115186,0
158215,220989,0
69559,776660,1
251772,823852,1
190656,286591,0
51743,491303,1
168557,443014,1
104696,796228,1
111257,234693,0
121003,7685,1
206161,178241,0
212491,915414,1
104317,570585,0
182957,536461,1
179576,779244,1
82228,584617,1
29792,350464,0
88811,751170,1
195144,466384,1
244929,668988,1
81423,568248,1
217417,157873,1
12890,39107,1
100810,278637,1
236934,10265,1
179574,778275,1
190359,561009,0
156757,332114,1
61762,508146,1
249544,128375,1
231012,937199,0
107731,58523,1
79782,525022,1
61788,508098,1
222887,502904,1
215536,487300,0
212835,578674,1
156742,330547,1
97968,926425,1
249008,284231,1
73125,39802,1
20172,447616,1
215786,45434,0
6774,768069,1
148982,707423,1
150047,292451,1
237112,102405,1
83907,640812,0
127920,255412,1
49193,300936,0
166925,64507,1
224260,104379,0
228569,60154,0
207781,279671,1
192572,816810,1
224251,105473,0
190421,563300,1
138856,476197,0
179665,779508,1
155117,98513,0
204212,224255,1
161280,140001,1
31989,46652,1
71139,455363,0
18266,314613,1
220773,625703,1
39331,532925,0
158321,458149,1
167415,109200,1
199466,618243,1
165931,300057,0
149843,734446,1
15773,91884,1
62237,22273,1
114302,853678,0
31637,434374,1
155745,84933,0
47185,17469,0
235717,535546,0
60832,828049,1
46838,263285,0
225450,60932,1
158013,27974,1
248788,108583,1
69121,18441,0
104883,14434,1
202372,461298,1
28594,655031,0
148370,733026,1
208890,438703,1
223350,461211,1
185313,738365,0
112155,498973,1
193819,74436,0
128834,419029,0
217611,156930,1
135111,7336,0
213649,508058,1
254126,9792,0
152529,867317,0
75423,305751,0
154543,33465,0
233405,482433,1
218090,106199,0
94634,857506,1
231281,57751,1
105076,805230,0
221515,675543,1
80422,544412,1
31974,46418,0
120168,124031,0
81190,563969,1
151363,679295,0
66374,86317,1
107415,1810,0
154484,33760,1
187769,35763,1
51249,186513,0
63612,306226,1
66684,164238,1
217594,157741,1
117470,405125,0
162392,52026,0
92895,824865,1
185163,478202,1
32531,97921,0
99712,262628,1
180531,242254,0
251722,577339,1
211074,4213,0
18888,277650,0
230149,575188,1
6006,163534,1
179158,20411,1
56643,249516,1
205822,956052,1
229518,359577,1
37108,119336,1
160678,24917,0
56373,310290,1
242831,50474,0
55463,52353,1
95102,861576,1
44112,83677,0
53350,687920,0
69843,96065,0
34960,292091,1
60890,19724,0
35352,647403,0
32213,156857,0
10561,179031,0
236680,375848,1
198536,146653,0
28110,289252,0
27443,425706,1
208401,608614,1
253828,237970,1
17383,405786,1
98031,924222,0
126157,924682,1
68351,284583,1
140336,8286,1
163307,76094,0
213836,878383,1
161901,94572,0
49172,301688,0
184415,42335,1
199520,887609,0
129475,171705,0
202703,719947,0
33794,13529,0
139482,753173,0
254767,372034,1
119327,99920,1
206688,588540,0
204931,845660,1
29870,348584,1
95376,866032,1
149219,9392,0
128639,420697,0
207686,49482,0
142110,118304,0
69390,596790,1
244434,940135,0
170569,241483,0
9560,785477,1
69160,18447,1
116295,770685,0
83014,618584,1
165280,716347,1
126773,86409,1
144190,106953,1
127734,11000,0
102439,396120,1
247401,12095,0
9452,831250,1
244455,940138,0
144393,743422,1
6711,373531,1
156844,331899,1
69365,598086,1
53856,220732,0
168985,843699,0
151163,680108,0
221062,335914,1
6445,53725,1
107632,57911,1
56413,310518,1
17404,831071,0
33569,137622,0
166784,64362,1
66417,86497,0
249174,456770,1
205971,70934,1
24687,651130,0
66886,941476,1
214485,301001,1
152342,55587,1
234986,106212,0
78892,490905,1
167659,109285,0
212779,578561,1
199539,887729,1
150280,798657,1
192239,501309,0
238634,283627,1
215535,489344,1
173940,128728,0
36562,542388,1
6919,768034,1
22975,151038,1
69941,96599,1
195730,42130,1
241066,1504,0
140163,7941,0
48147,230364,0
215086,356706,1
155878,10397,0
241588,41319,0
5700,776163,1
76088,101863,0
7874,54599,1
157196,494261,1
222487,153260,0
48052,229906,1
146211,791184,0
235008,105554,0
58476,551180,1
8236,822888,1
59639,874863,1
161799,95271,0
208500,609318,1
124680,31075,0
130044,13470,1
175395,144046,0
191749,232861,0
6388,52844,1
20121,451829,1
13555,621051,1
89526,761488,1
145757,804305,1
2748,165781,0
93977,841748,1
217063,849637,0
243508,81784,1
249102,454854,1
144999,913057,0
57889,231360,1
139970,550377,1
178545,841998,1
213259,37007,1
35824,502462,1
237771,29968,0
213790,508032,1
74342,806738,1
53558,729,0
66014,455488,1
82999,611583,1
52818,293900,1
40729,77117,0
143586,66917,1
242849,50379,1
154556,33951,1
88082,734268,1
34675,127346,1
3790,714229,0
198609,335672,1
79371,503876,1
118440,268208,1
144320,738279,1
158016,28222,1
193859,74340,0
125953,168355,1
199193,422364,1
234643,209590,0
52624,25590,1
103086,420554,1
236265,751383,1
157669,36995,1
218112,106183,1
58937,223730,1
83746,640852,1
204612,949475,1
156735,331904,0
122846,117874,0
147339,104891,1
38048,258158,1
101320,328244,1
18946,275197,1
159207,957469,1
3849,713942,1
124164,32757,1
172644,852348,0
111097,343494,0
57913,233039,1
209337,49033,1
7394,89313,1
223737,52235,1
205940,70503,1
81653,579927,1
46788,261743,0
157456,685351,1
158374,823257,1
191412,161957,1
145246,192870,1
159151,197426,0
178913,910402,1
26078,24749,1
35823,501010,1
42551,687500,1
131552,59062,1
73224,18921,1
140736,51161,0
167189,685248,1
197077,21036,0
10778,763981,0
118934,22978,0
156685,113348,1
95133,864389,1
58445,551256,1
102065,394766,0
159979,671158,1
172986,162275,0
227249,604480,0
200639,70761,0
162383,52088,0
26963,122209,0
57627,12935,0
107631,58455,0
203485,275406,1
11929,903619,0
143712,66692,1
69287,596881,1
208767,769374,1
163208,75364,0
146276,169922,0
206433,386032,0
38014,257949,0
44771,199895,0
224690,8612,0
44675,199891,0
114430,673230,1
1755,295735,0
47271,724185,0
139967,550439,1
187790,35213,0
234197,34533,0
112774,830514,1
225169,3692,0
215236,358137,1
8462,43030,1
91611,801329,1
56428,587828,1
216154,333896,0
13533,620831,1
206184,178572,1
91778,810910,1
69439,597150,0
175841,82512,1
231642,140449,1
228792,519237,1
106225,800886,0
64828,334545,1
163848,863188,0
198280,355,0
22943,150565,0
72033,62371,1
135930,365406,0
185536,6613,0
116003,771926,1
110532,15011,1
250199,749423,1
157077,496073,1
145431,190655,1
102999,420607,1
38619,319619,0
88019,735163,1
78172,472856,1
51765,492534,0
123139,16770,1
14206,277454,0
56523,587381,1
160774,24639,1
140525,38476,1
140548,38010,1
9418,27903,0
193058,568343,1
188231,556378,1
28045,289153,0
186792,316821,0
20288,451138,1
76256,101038,0
91591,802265,1
246468,21967,0
193820,73376,0
123163,16572,1
159486,116820,1
58196,432081,1
154585,536354,0
251017,409812,0
208905,438768,1
149676,734616,1
44213,926730,1
32560,96797,1
38303,5270,0
29923,350932,0
224614,8424,1
146234,791744,1
145794,915457,1
21678,848340,1
177288,598470,1
197864,516157,1
222048,7785,0
80698,542228,1
159631,116340,1
64817,334569,0
202513,459369,0
60527,93444,1
142489,670798,1
34509,913813,1
232376,765783,0
227639,3790,0
4357,291827,0
145060,913039,0
13373,25881,1
177860,64527,1
52345,664407,0
56057,111547,1
96421,900497,1
134750,432025,1
218583,862452,1
92020,807400,1
247372,384195,1
150425,580700,1
107353,790106,1
6365,475097,1
210483,75565,0
52498,946044,1
157453,684408,1
153706,669745,0
103292,433427,1
177868,64593,1
145112,193042,0
188241,559279,1
159180,957587,1
49892,326123,0
180291,582466,0
33766,13794,1
140199,8107,1
187478,835507,1
67501,100207,1
38992,532853,0
73281,18973,0
61738,507911,1
244597,310062,1
96042,894516,1
157413,859813,0
81538,566418,1
106914,465729,1
213681,509084,1
204836,252148,0
193059,569261,1
42031,852595,1
145339,190704,1
189489,55625,0
240449,344508,1
124513,161062,0
72596,445420,1
178428,841084,1
166472,646348,0
219173,357292,1
118534,332308,0
22781,677557,1
255517,57218,1
193653,74044,1
1896,689976,0
227378,728673,1
615,149516,1
134509,249548,0
153995,669667,1
24043,860453,1
219032,357174,0
12265,690397,1
78068,477483,1
255456,57284,1
150394,52468,0
39793,17951,1
213364,203001,0
228742,521363,1
199537,887596,1
71428,577039,1
250658,9643,1
203996,224346,0
206228,178033,1
155829,84064,0
32163,813391,1
39500,784397,0
176971,54841,0
187524,835137,1
210481,75369,1
4693,310783,1
151704,79262,1
140355,8067,0
241642,41216,0
242889,51201,0
162059,364633,1
187617,773293,0
1540,832273,1
81945,594001,1
64172,760905,0
243766,865604,0
141202,199586,1
69080,19211,0
127694,10877,0
19984,447711,1
218011,106055,1
111891,77657,0
196680,596225,1
127440,126207,1
87600,726741,1
34833,291978,1
183325,740303,0
206552,387561,0
46004,584615,0
106512,5540,1
158067,98721,1
117445,404173,0
218304,375614,1
137597,421667,1
245644,897073,0
205000,846624,0
148881,411886,1
34208,147604,1
227905,13486,0
184096,833681,1
145823,915969,1
206668,588879,1
119443,773507,1
151728,78730,0
219352,10596,0
49699,238172,0
182379,401870,0
41678,833791,1
222453,153821,0
145414,192952,0
206084,176255,0
16217,78900,0
191496,234392,1
74719,951848,0
106435,914164,0
227129,296732,0
225594,60705,0
225970,206051,1
17401,830209,1
142288,118217,0
56903,847913,1
152391,55507,1
240979,78653,0
69042,18676,1
232901,15584,0
20583,633442,1
22023,935696,1
249251,456308,1
180122,115469,0
106510,5400,1
19085,280366,1
28604,656809,0
172329,428156,1
198802,336407,1
96488,896739,1
150070,292854,1
74793,941578,1
184434,42462,1
230038,814244,0
77040,3362,1
42547,687491,1
133644,413314,0
140111,8204,0
980,307267,1
16610,340101,1
177898,64577,1
128188,254613,0
58702,943500,1
64387,838560,0
73376,597974,1
234935,105600,0
144398,741231,1
196174,543904,1
249233,456446,0
127827,11033,1
147252,955465,1
239753,824349,1
56009,822940,1
216300,332544,0
184163,832997,1
140146,8271,0
236056,251583,1
222422,152095,0
18160,314758,1
185286,736956,0
70915,913677,1
252878,125929,0
218549,862600,0
54575,189307,0
154738,539090,1
56032,822655,0
251706,577710,1
217725,779987,0
179309,429416,1
127219,930257,1
220586,69091,0
86903,703122,1
247834,540929,1
137619,421771,1
216990,793476,0
43774,944829,1
161453,801160,1
221572,951656,1
149477,67018,0
16927,183158,1
253389,6324,1
110233,181501,0
35899,848267,0
183078,538637,0
209171,105014,1
224795,594897,0
119727,713542,1
101165,328300,1
26218,865454,0
186726,920427,0
35212,439589,0
209390,49082,1
77562,461986,1
253232,904486,0
141478,598904,1
170922,463846,1
169932,4745,1
152632,555837,1
106657,5511,1
32030,45831,0
67583,619165,1
49988,326495,1
245824,546901,1
207920,256774,0
108773,20771,0
120866,773932,0
32575,98016,1
128019,255232,0
4808,311479,1
127060,264909,1
17089,622239,0
37091,118675,1
121074,7701,1
199586,886768,1
184795,295,1
185566,6380,0
209569,384075,1
235600,534050,1
191601,233933,0
111154,784690,1
29523,134644,1
140222,8288,0
251591,929258,1
156621,112357,1
143357,849964,1
23153,187488,0
66481,85518,0
225948,203566,0
33688,136288,1
157335,861193,0
223330,461509,1
146046,95049,0
140487,38108,0
113867,820923,1
175017,849945,1
233160,215134,0
235941,2870,1
252046,12732,0
106299,801261,1
179221,20427,0
237383,473579,0
194711,609026,1
7590,212753,0
874,689729,1
68340,284578,1
194529,268484,0
143753,65221,1
155688,84766,0
160694,24985,1
75294,305485,1
213255,37835,1
140395,7876,1
155226,97888,0
125920,808596,0
4065,725728,0
123429,262355,0
237007,101995,1
161223,139945,0
85174,673079,1
165129,716380,0
106983,466592,1
173555,650579,0
57347,33078,0
77067,3409,1
150849,135494,0
247752,542828,1
240588,402861,1
124842,30345,0
252883,126749,0
30807,581699,1
69775,3148,0
112856,915650,1
251891,12363,0
235118,106653,0
158420,823200,1
222767,16745,0
7909,54744,1
84312,652572,1
17600,746071,1
215367,358397,0
130939,933736,0
6612,373542,1
212728,27037,1
120701,627692,0
150532,580632,1
9281,491203,1
225901,206104,1
146659,169945,0
180347,582041,0
218307,375580,1
23336,638820,1
75428,804084,0
230387,272399,1
173973,129557,0
125097,856022,0
209210,735921,1
180252,582272,1
66021,456845,0
196543,547238,1
218932,356481,0
41379,667083,1
195191,467757,1
161255,139975,0
61944,406603,1
51861,490287,1
63860,398442,0
253210,905333,0
127753,10746,1
7870,54688,1
128223,254680,0
127092,265065,1
212601,26634,0
253287,905318,1
156423,782858,1
124628,161144,0
218794,356092,1
150698,790745,0
64073,343236,1
239188,505063,1
124743,30613,0
184139,833885,1
244784,668800,1
221428,676523,0
77246,9482,1
172850,161996,1
147168,955268,1
126937,499148,0
59738,874875,1
54764,940071,1
2472,165986,1
98795,939642,1
105557,377578,1
101983,388742,0
72385,825707,1
6461,53756,1
224658,8554,1
141821,118739,0
202125,460048,0
151399,660037,1
200884,2470,0
143481,682915,1
31054,746461,1
106468,914278,1
160908,63404,0
132609,140921,0
214818,949288,1
184820,283,1
144584,454257,1
195464,393234,1
48939,725844,1
63859,396596,0
113963,888286,1
171819,360325,0
590,149553,1
195777,41756,0
10105,757923,0
34031,147621,0
237382,471043,1
170503,757639,1
196215,544402,1
127507,547905,1
181936,532064,1
128705,418378,1
163991,922543,1
110489,179793,0
147241,955571,1
254065,9797,1
33691,136765,1
190210,798074,1
108647,20682,0
108381,807154,0
210246,540572,1
241113,1621,1
136330,818788,0
137436,211896,1
160210,286950,1
12214,750782,0
112480,937360,1
67449,337995,0
59063,223947,1
114043,427378,0
108120,255053,0
94224,850739,1
204801,251628,0
162701,35355,0
69217,18514,0
1795,295850,0
71888,944059,1
237297,472332,1
82622,602492,1
124394,161276,0
250126,11363,1
126309,318890,1
217766,780309,1
42730,5016,1
107167,479478,0
190787,210559,1
157286,860916,1
186781,919332,0
30831,582529,1
23236,186994,1
254306,708895,1
133998,150171,0
107429,1677,1
121130,7609,0
252616,631401,0
66647,165099,0
251887,12491,1
75875,10050,0
146738,169348,0
203164,49964,1
22954,150837,0
234920,106114,1
58556,436828,1
14930,533993,0
90665,786890,1
173139,435625,1
79530,503282,1
73164,40081,1
107436,1744,1
241028,1517,0
128676,420185,0
124162,32753,0
184764,897283,1
77072,3336,1
200866,2397,0
233307,215425,1
185317,738645,1
239014,504572,1
97117,911986,0
120352,622831,0
126665,86457,1
220580,70160,0
196570,544789,0
207394,391263,0
185238,479189,0
205862,70566,1
128448,498343,1
195315,395406,1
52859,294952,0
19509,274777,0
68488,191197,1
17475,11849,1
136451,23383,0
10256,698444,1
118497,928726,1
171825,362117,1
53928,221840,0
46047,921062,1
217651,755552,1
227937,13395,0
152412,55807,1
89148,760475,1
32233,157048,0
188729,631246,1
67418,337511,0
188688,722137,0
179856,765486,1
28518,738221,0
141372,199545,1
156753,330960,1
192604,816363,0
185006,477801,0
12849,38453,0
52791,26213,1
153783,668294,0
228396,642244,0
95720,885718,1
175400,144341,0
179533,779200,1
3198,677817,1
229666,300630,1
125583,660449,1
180905,718833,1
119790,701524,0
154479,34000,1
107674,58391,0
87686,726858,1
81742,579827,1
207803,281806,1
213224,37802,1
4752,311386,1
199122,422504,1
167436,110124,0
101499,388857,1
95477,875583,1
166819,64484,1
93186,829677,0
186790,314250,0
76166,101487,0
46584,850360,1
61184,816692,1
213907,876404,1
16126,78421,0
57683,12773,0
165795,55938,1
35993,723573,1
172794,163105,1
199995,148501,0
127434,126255,1
101549,377415,1
200934,2491,0
126842,14852,1
29250,665428,1
235480,782247,1
97110,912171,1
40841,76743,1
201108,346474,1
114803,337392,1
193227,570807,1
72595,445644,0
209655,591531,1
11793,797980,0
152197,116819,0
132933,788031,1
216316,334010,0
19680,277676,1
126631,87103,1
131844,810238,1
75651,610670,0
72277,625979,1
237863,29429,0
16669,340496,1
66741,560317,1
242297,96748,0
170791,461867,0
176966,55035,0
49568,21885,1
48786,321873,1
39504,784015,0
4085,725924,1
157127,495045,0
166611,555771,1
227386,728710,1
131593,38072,0
170008,1930,1
229644,358400,1
127641,10827,1
220862,381120,0
109269,368695,0
205801,955267,1
158322,460047,1
51674,490497,1
203239,274674,0
165174,717565,1
73545,598187,1
172772,162804,0
134437,248821,1
10357,698836,0
12313,691108,1
146370,168999,0
108580,20825,0
110554,15148,0
241554,41263,0
56343,308256,1
152516,867124,1
241684,41389,1
49043,301463,0
149056,706653,1
123666,44999,1
162454,52099,0
160811,24125,1
70155,446431,1
162871,271987,0
122360,720255,1
7454,89293,0
197256,397479,1
154313,5958,0
244252,50848,1
37484,881476,1
191298,28690,1
28483,738236,1
141276,197333,1
217584,157360,0
7847,54458,1
195024,113137,0
169400,885913,1
205390,62937,0
40203,241890,1
38006,257179,0
170089,167143,1
200623,71243,0
131469,59184,0
66120,456320,1
58926,223267,1
182031,534206,0
8746,43421,0
217469,157179,1
138119,12495,1
122570,121280,1
122867,118129,0
22909,151023,1
113265,443646,1
103483,427799,1
136424,23784,0
26315,2027,0
163183,76031,0
169794,4611,1
144007,683341,1
199055,422494,1
160286,287525,1
198760,333949,1
44091,83496,1
135157,7271,0
80480,539477,1
226723,624902,0
124141,32311,1
207264,390239,1
177843,64500,1
18041,156465,1
158343,460279,1
37045,119575,0
199602,769830,1
198155,517046,1
145964,94552,0
161700,95321,0
178647,807651,1
96095,893380,1
173821,764588,0
189605,55530,1
111910,77307,0
144168,108173,1
250400,827240,1
25733,449548,1
165698,144644,0
158198,220298,1
129327,775697,1
179560,779786,1
178657,808322,0
107877,6833,0
56029,823050,1
22792,677597,1
54456,188910,0
150291,799285,1
163240,74599,0
143013,65700,1
173757,764362,0
167657,110114,0
218240,375209,1
140354,8268,0
194585,387632,1
77042,3330,0
46669,850733,1
111351,236033,1
249139,456522,1
120993,7519,1
226325,317321,1
217134,849633,1
134868,769372,1
1865,690895,0
200757,948047,1
132497,141388,1
151216,678671,0
121456,248115,0
211831,10512,1
145113,193137,0
243522,82446,0
180043,115610,0
227786,686710,1
32381,157665,0
131964,435246,0
149228,9545,0
236438,19575,0
189099,280927,1
245864,546495,1
235921,2892,1
142643,835882,0
17784,741376,1
174925,305242,0
74417,805999,1
178565,750013,0
77028,3294,0
106627,5434,1
245314,696641,1
205380,63103,0
147875,885239,1
63986,341886,1
5973,163571,0
204248,223831,1
243577,82441,0
105146,1316,0
176098,729142,0
246537,600438,1
49706,237779,1
230781,519029,0
5685,776293,0
246103,243916,0
77118,9345,1
149215,9520,1
54094,222081,0
19397,280521,1
77412,461559,1
204861,251838,1
55672,182149,0
139682,123753,1
249929,324139,1
28616,656863,0
186064,244766,0
179871,765622,1
213487,203190,0
226619,625550,1
47647,369848,0
190445,564080,0
179070,628976,0
229123,251302,1
207666,50229,0
207857,280709,0
228456,60587,1
161054,63729,1
24892,649922,1
72623,445682,1
139521,753062,0
82118,592830,1
119390,98945,0
226566,625267,0
184520,278824,1
231739,80331,0
166051,301389,1
222711,16639,0
251586,928497,0
81254,554334,1
249184,456002,1
164690,866999,1
110859,343630,0
29750,348622,0
194196,946232,0
185423,738179,1
148942,707309,1
185959,245209,0
48356,485851,0
233493,629557,1
148981,707303,1
125171,820076,0
186759,919267,1
201747,58473,1
129168,834612,1
133543,411245,0
53702,663802,0
227042,780282,0
115332,130703,1
101046,288078,1
185047,480266,0
242703,818408,0
205350,62329,0
66898,941737,1
133942,150251,0
213582,509292,0
203102,49897,1
242924,51039,1
178903,910405,1
93229,830273,1
191014,383189,1
126813,926696,0
2506,164472,0
136961,218665,0
38182,5192,1
7706,212211,0
238010,174825,0
236379,19991,1
144184,108276,1
234392,208158,1
175783,814632,0
188712,631358,1
50731,61873,0
23505,638980,0
65804,93531,0
224664,8482,0
69911,95650,1
134274,151856,0
112800,830649,0
220331,615074,0
80819,563604,1
254122,9591,0
106159,801403,0
253470,6291,1
129922,926739,1
131639,37556,0
8553,43085,0
248650,108464,0
159514,116696,1
240066,842787,1
45763,275940,0
106174,800653,0
50059,326410,0
182138,535531,0
149743,734388,0
213348,202776,0
13827,102506,0
192129,391437,1
144107,303330,1
164007,896180,0
227629,3910,0
83084,618547,1
28216,288905,0
33515,645362,1
8517,43176,0
243375,108435,0
87886,723771,1
73393,596187,0
77866,474896,1
59077,664705,1
49370,112201,0
199063,422691,0
142135,118629,1
112871,915661,1
118390,268251,1
19790,447759,1
51981,838105,1
3653,73808,0
19122,274611,1
193670,74341,0
232786,837328,1
35566,233804,0
151156,680233,1
58952,221537,1
128229,499112,1
174510,327721,1
132120,754969,1
154350,5677,1
41652,667210,0
75013,832243,1
7342,89040,1
24024,861325,1
56006,822270,0
147523,736678,1
98126,924050,1
67137,408484,0
81175,560636,1
126323,318701,0
151803,486567,1
157443,683603,1
17719,760879,1
140348,7931,1
144211,106171,1
67077,139315,0
16379,949379,0
25623,450867,0
24893,652070,1
131290,335589,1
203575,515863,0
221563,951352,1
101461,385163,1
246001,246181,0
125551,660969,0
74904,942244,1
14454,278169,0
245205,17625,1
144233,108872,1
144175,107995,1
102868,415826,1
228541,60505,1
73453,595368,1
77059,3320,0
136494,23666,1
43911,92678,1
177876,64180,1
222803,505861,1
76204,101602,0
254751,369348,0
176651,892611,0
10094,757931,1
82664,607428,1
146034,95629,1
42522,260171,1
176370,310220,0
204252,222311,0
139608,943108,0
166790,64584,1
217424,157510,1
190256,796679,0
46943,17552,0
243681,81972,0
121127,7593,1
32757,893255,1
87741,720814,1
3125,633316,1
50866,232749,1
122571,121324,1
21198,756339,1
106322,924734,1
73068,174751,0
44127,83208,1
137596,421740,0
180023,115055,0
126793,926661,1
219058,356033,1
196697,596567,1
130486,396499,0
210739,321925,0
68581,395837,1
39587,842141,1
234893,106298,1
156967,332495,0
225567,60815,0
131249,332710,0
149830,734544,1
121032,7625,1
152193,117309,1
150580,790573,1
198296,376,1
182685,768059,0
38628,320009,0
118835,665953,1
23232,187039,1
144219,107586,1
190550,563970,1
213469,202739,1
111849,76963,0
25825,449123,0
143675,66991,1
150554,580982,1
4688,312436,0
187772,35943,0
214660,303019,1
966,308245,1
136437,23186,0
95562,875340,1
228553,60459,1
201018,43973,0
252109,315307,1
158519,721592,1
86889,705349,1
142818,24528,1
186839,316527,1
44058,82980,0
250698,9636,1
148303,48859,0
4952,310909,0
126997,500805,0
112843,915660,1
217962,946,1
11076,136944,1
75375,306952,0
237222,472137,1
199936,932461,1
201551,859668,1
143111,65116,1
101635,379876,0
141812,120066,1
18127,156528,1
160650,24675,1
241364,730357,1
213707,509114,0
152775,556275,0
52799,26105,0
120634,475198,0
7386,89184,0
63288,799027,1
81820,576167,1
133536,411346,1
180481,16947,1
52617,26098,1
241604,40540,1
64097,947140,1
67013,139319,0
43877,92377,1
181260,362294,1
248426,243795,1
238821,256221,1
124095,32912,1
36946,252336,1
79282,504792,1
84049,629530,1
190661,287123,1
48540,86309,1
13618,792513,1
218434,613913,1
66781,560531,1
72990,175052,1
128222,253264,0
79205,504752,1
217381,156784,1
33692,137457,0
129991,13357,1
5670,774707,0
92080,810970,0
215116,358516,0
137299,210927,0
151099,135001,0
53946,222032,1
46889,262393,0
155461,801855,1
138909,475245,0
142303,119025,0
138384,841016,1
135090,7348,0
210867,322349,0
122197,386837,0
53875,222140,0
127348,125627,1
175695,814533,0
128180,254704,1
23328,638306,1
173827,764469,0
158262,460147,1
143044,65765,1
212609,27186,0
19804,451595,1
130176,196108,1
53572,775,0
82310,584492,1
173933,129777,0
135253,7393,0
92876,822848,1
5784,837710,1
169774,656029,1
159641,115608,0
241490,41218,1
29190,9911,1
68237,891042,1
171142,12146,1
179674,779814,1
143157,65209,1
117254,225239,0
162537,2346,0
193563,73791,0
111168,784993,1
108437,48917,1
28704,657022,0
51617,29599,1
138699,309813,0
46424,237446,0
77635,454646,1
228575,59876,1
159955,261009,0
8034,303767,0
1435,916625,1
49321,111690,0
151502,19764,1
194209,947154,1
205539,62357,0
12894,39218,0
69715,3006,1
86252,689649,1
13680,901279,1
165233,715121,0
235078,106515,0
47090,17340,1
217932,949,0
60469,92937,1
98609,937339,1
27914,8969,0
221640,745230,1
3239,677717,1
68578,395889,1
163362,66408,1
191999,389966,1
19602,281716,1
144223,109014,1
186932,316522,1
56296,307903,1
17525,12004,1
173888,764457,1
73170,39133,1
252499,633423,1
15411,819765,1
135835,364303,1
147249,955529,1
196243,544810,1
13352,25976,1
94980,863889,1
173786,764476,0
218686,744294,1
128369,496781,1
28794,655623,0
227104,909938,0
116935,879930,1
236923,10251,1
107280,478446,1
242909,51094,0
138543,309648,0
170062,1947,1
53389,483855,1
223064,831796,1
217096,849578,0
178505,841851,1
221877,909015,0
247359,383248,1
179969,114951,0
1165,350871,1
249109,456511,1
103874,444775,1
150203,451225,0
183288,739933,0
213994,427311,1
99999,168169,1
237278,473551,1
202728,720000,1
128743,418797,0
242667,512751,1
109711,464252,0
229053,251956,1
37934,379860,0
133532,413069,0
237136,102812,1
243993,664538,0
222743,16227,0
2336,736096,1
79933,521055,1
8603,42516,0
146626,169874,0
56234,128336,1
228132,857392,1
193578,74509,0
1375,268321,1
251254,90728,0
124859,30593,1
126227,318661,1
207599,50233,0
93226,830678,1
53798,663932,1
9521,785457,1
189062,282592,0
221516,676094,1
24145,117024,0
193805,74297,0
45659,276116,1
251126,709735,1
151478,19619,1
177839,64532,0
252564,631942,0
121507,248270,1
190612,288838,0
98045,926144,1
143791,64270,1
23442,638987,1
177754,488197,1
100827,284608,1
